Onset,Offset, ObjectID
328.6,329.766666666667,10
330.366666666667,331.3,1
331.366666666667,331.933333333333,10
332.266666666667,333.9,1
334.7,334.933333333333,4
335.766666666667,336.1,4
338.4,338.866666666667,3
339.033333333333,348.533333333333,2
348.966666666667,349.266666666667,6
349.333333333333,350.233333333333,2
351.633333333333,353.2,2
353.566666666667,353.833333333333,11
354.333333333333,356.833333333333,2
357.566666666667,358.2,2
358.566666666667,358.8,11
359.066666666667,359.566666666667,1
359.933333333333,360.3,11
360.433333333333,360.866666666667,9
360.9,362.333333333333,7
362.466666666667,365.533333333333,11
365.766666666667,368.666666666667,8
368.8,369.533333333333,11
369.633333333333,370.033333333333,8
370.133333333333,371,11
371.566666666667,372.133333333333,8
372.233333333333,372.566666666667,9
373.133333333333,376.433333333333,7
376.9,377.2,6
377.366666666667,377.766666666667,7
377.833333333333,378.2,6
378.366666666667,379.6,11
379.733333333333,380.233333333333,6
380.366666666667,380.666666666667,11
380.766666666667,381.133333333333,6
382.033333333333,382.7,11
382.9,383.2,6
383.666666666667,392.2,4
392.266666666667,394.733333333333,11
394.9,396.233333333333,4
396.866666666667,398.266666666667,4
398.466666666667,398.8,11
398.933333333333,399.6,4
399.733333333333,400.966666666667,11
401.033333333333,403.1,4
403.166666666667,403.433333333333,11
403.5,404.166666666667,4
404.233333333333,404.5,11
404.566666666667,405.7,4
405.766666666667,406,11
406.166666666667,407.5,4
407.8,408.9,2
409.033333333333,409.766666666667,11
409.833333333333,410.333333333333,2
411.133333333333,411.8,4
412.533333333333,413.866666666667,4
414.7,417.366666666667,4
417.466666666667,417.7,9
417.8,418.2,4
418.566666666667,419.1,11
419.433333333333,420.4,3
420.566666666667,421.033333333333,11
421.166666666667,421.4,3
421.5,423.533333333333,11
423.966666666667,424.933333333333,4
425,425.7,11
426.4,426.666666666667,11
432.2,432.5,4
433.033333333333,433.4,4
433.5,440.533333333333,3
440.633333333333,441.933333333333,5
442,443.833333333333,11
443.933333333333,444.2,5
444.266666666667,445.433333333333,11
445.5,445.733333333333,5
445.8,446.166666666667,11
446.733333333333,447.766666666667,11
448.833333333333,449.566666666667,4
450.166666666667,450.566666666667,4
450.7,452.166666666667,5
453.066666666667,453.4,5
453.5,456.733333333333,4
457.433333333333,458.4,4
458.566666666667,458.966666666667,10
459.133333333333,459.7,4
460.133333333333,460.5,1
460.766666666667,461,6
461.066666666667,461.433333333333,7
461.6,463.333333333333,11
464.233333333333,465,4
465.666666666667,466,4
466.7,474.833333333333,4
475.433333333333,476.266666666667,4
477.033333333333,478.933333333333,4
479,479.233333333333,2
479.366666666667,481,4
481.6,486.8,4
486.933333333333,487.166666666667,11
487.266666666667,493.966666666667,4
494.733333333333,494.966666666667,6
495.7,496.166666666667,10
496.5,496.733333333333,9
496.8,497.8,10
498,498.433333333333,11
498.533333333333,499.6,10
499.7,500.1,11
500.166666666667,500.866666666667,10
501.066666666667,501.333333333333,4
501.4,502.6,10
502.666666666667,503,4
503.766666666667,506,5
506.033333333333,509.066666666667,11
510.066666666667,511.4,5
511.666666666667,514.066666666667,10
514.166666666667,514.4,5
514.7,515.933333333333,9
516.5,519.9,9
519.933333333333,525.4,5
525.633333333333,525.933333333333,11
526.1,527.133333333333,5
527.6,528.133333333333,9
528.733333333333,529.966666666667,2
530.066666666667,533,5
533.566666666667,536.633333333333,5
536.833333333333,539.766666666667,9
540.6,547.266666666667,6
547.833333333333,549,3
549.066666666667,550.633333333333,9
550.7,551,11
551.1,552.2,9
552.866666666667,554.866666666667,9
554.866666666667,556.5,6
556.633333333333,557.066666666667,11
557.133333333333,557.533333333333,6
557.666666666667,557.9,11
558,561.633333333333,9
561.666666666667,562.5,6
562.733333333333,563.033333333333,11
563.1,563.366666666667,6
563.766666666667,564.766666666667,11
565,566.433333333333,6
566.6,567.1,9
567.666666666667,571.933333333333,9
571.933333333333,572.266666666667,7
572.333333333333,574.133333333333,11
574.5,574.733333333333,9
575.3,575.533333333333,7
575.566666666667,576,9
576.133333333333,576.366666666667,11
576.466666666667,576.966666666667,9
577.233333333333,577.466666666667,7
578.1,578.5,8
579.3,579.6,7
579.666666666667,580.466666666667,9
580.833333333333,587.1,7
587.833333333333,590.4,7
591.033333333333,591.333333333333,7
595.733333333333,596.566666666667,7
