record started at: 04-26-19 12:52:11

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
20913 20912 30.00 0:00:11:37.100/1000 0:00:11:37.67/1000 452.61 67.64 345.28 249.63 -1000.00 -1000.00 45.00 62.00 
20914 20914 30.00 0:00:11:37.134/1000 0:00:11:37.100/1000 447.42 71.72 346.58 250.86 -1000.00 -1000.00 47.00 63.00 
20915 20915 30.00 0:00:11:37.167/1000 0:00:11:37.134/1000 442.33 76.74 347.79 252.30 -1000.00 -1000.00 50.00 65.00 
20916 20915 30.00 0:00:11:37.200/1000 0:00:11:37.167/1000 450.67 85.62 344.77 254.24 -1000.00 -1000.00 44.00 61.00 
20917 20917 30.00 0:00:11:37.234/1000 0:00:11:37.200/1000 459.31 100.31 341.27 257.67 -1000.00 -1000.00 40.00 59.00 
20918 20918 30.00 0:00:11:37.267/1000 0:00:11:37.234/1000 448.74 109.53 343.90 260.30 -1000.00 -1000.00 49.00 61.00 
20919 20918 30.00 0:00:11:37.300/1000 0:00:11:37.267/1000 424.15 120.77 350.45 263.73 -1000.00 -1000.00 55.00 37.00 
20920 20920 30.00 0:00:11:37.334/1000 0:00:11:37.300/1000 399.88 143.02 355.97 269.62 -1000.00 -1000.00 64.00 32.00 
20921 20921 30.00 0:00:11:37.367/1000 0:00:11:37.334/1000 384.94 161.09 359.00 274.14 -1000.00 -1000.00 63.00 32.00 
20922 20921 30.00 0:00:11:37.400/1000 0:00:11:37.367/1000 373.33 174.30 361.34 277.38 -1000.00 -1000.00 62.00 35.00 
20923 20923 30.00 0:00:11:37.434/1000 0:00:11:37.400/1000 364.16 185.72 363.09 280.11 -1000.00 -1000.00 62.00 36.00 
20924 20924 30.00 0:00:11:37.467/1000 0:00:11:37.434/1000 358.58 192.59 364.15 281.73 -1000.00 -1000.00 64.00 40.00 
20925 20924 30.00 0:00:11:37.500/1000 0:00:11:37.467/1000 352.53 201.31 365.21 283.76 -1000.00 -1000.00 62.00 41.00 
20926 20926 30.00 0:00:11:37.534/1000 0:00:11:37.500/1000 348.86 208.93 365.72 285.50 -1000.00 -1000.00 64.00 41.00 
20927 20927 30.00 0:00:11:37.567/1000 0:00:11:37.534/1000 347.67 213.41 365.76 286.51 -1000.00 -1000.00 64.00 42.00 
20928 20927 30.00 0:00:11:37.600/1000 0:00:11:37.567/1000 346.64 218.43 365.74 287.64 -1000.00 -1000.00 63.00 42.00 
20929 20929 30.00 0:00:11:37.634/1000 0:00:11:37.600/1000 346.85 220.67 365.55 288.13 -1000.00 -1000.00 63.00 42.00 
20930 20930 30.00 0:00:11:37.667/1000 0:00:11:37.634/1000 348.59 222.18 365.02 288.46 -1000.00 -1000.00 64.00 42.00 
20931 20930 30.00 0:00:11:37.700/1000 0:00:11:37.667/1000 351.21 224.41 364.22 288.95 -1000.00 -1000.00 65.00 43.00 
20932 20932 30.00 0:00:11:37.734/1000 0:00:11:37.700/1000 354.86 226.04 363.18 289.30 -1000.00 -1000.00 67.00 44.00 
20933 20933 30.00 0:00:11:37.767/1000 0:00:11:37.734/1000 408.81 215.97 349.20 286.71 -1000.00 -1000.00 67.00 57.00 
20934 20933 30.00 0:00:11:37.800/1000 0:00:11:37.767/1000 469.66 201.92 332.04 282.85 -1000.00 -1000.00 66.00 61.00 
20935 20935 30.00 0:00:11:37.834/1000 0:00:11:37.800/1000 475.92 200.23 330.18 282.36 -1000.00 -1000.00 66.00 61.00 
20936 20936 30.00 0:00:11:37.867/1000 0:00:11:37.834/1000 464.86 205.48 333.31 283.77 -1000.00 -1000.00 65.00 58.00 
20937 20936 30.00 0:00:11:37.900/1000 0:00:11:37.867/1000 456.06 209.35 335.78 284.79 -1000.00 -1000.00 68.00 59.00 
20938 20938 30.00 0:00:11:37.934/1000 0:00:11:37.900/1000 451.01 212.34 337.13 285.56 -1000.00 -1000.00 67.00 55.00 
20939 20939 30.00 0:00:11:37.967/1000 0:00:11:37.934/1000 451.32 214.90 336.89 286.18 -1000.00 -1000.00 66.00 58.00 
20940 20939 30.00 0:00:11:38.00/1000 0:00:11:37.967/1000 452.98 216.42 336.30 286.54 -1000.00 -1000.00 68.00 62.00 
20941 20941 30.00 0:00:11:38.34/1000 0:00:11:38.00/1000 454.20 218.22 335.82 286.96 -1000.00 -1000.00 67.00 62.00 
20942 20942 30.00 0:00:11:38.67/1000 0:00:11:38.34/1000 455.01 220.53 335.44 287.52 -1000.00 -1000.00 68.00 62.00 
20943 20942 30.00 0:00:11:38.100/1000 0:00:11:38.67/1000 448.16 225.83 337.20 288.84 -1000.00 -1000.00 68.00 55.00 
20944 20944 30.00 0:00:11:38.134/1000 0:00:11:38.100/1000 376.06 239.03 356.86 292.17 -1000.00 -1000.00 63.00 44.00 
20945 20945 30.00 0:00:11:38.167/1000 0:00:11:38.134/1000 302.59 251.86 374.74 295.05 -1000.00 -1000.00 65.00 46.00 
20946 20945 30.00 0:00:11:38.200/1000 0:00:11:38.167/1000 307.94 256.16 373.21 295.98 -1000.00 -1000.00 65.00 47.00 
20947 20947 30.00 0:00:11:38.234/1000 0:00:11:38.200/1000 319.08 260.27 370.26 296.88 -1000.00 -1000.00 65.00 44.00 
20948 20948 30.00 0:00:11:38.267/1000 0:00:11:38.234/1000 326.45 265.06 368.16 297.93 -1000.00 -1000.00 64.00 46.00 
20949 20948 30.00 0:00:11:38.300/1000 0:00:11:38.267/1000 331.41 271.01 366.59 299.24 -1000.00 -1000.00 65.00 47.00 
20950 20950 30.00 0:00:11:38.334/1000 0:00:11:38.300/1000 335.27 280.57 365.08 301.33 -1000.00 -1000.00 60.00 44.00 
20951 20951 30.00 0:00:11:38.367/1000 0:00:11:38.334/1000 338.53 284.15 364.05 302.13 -1000.00 -1000.00 64.00 45.00 
20952 20951 30.00 0:00:11:38.400/1000 0:00:11:38.367/1000 344.51 281.60 362.68 301.60 -1000.00 -1000.00 65.00 48.00 
20953 20953 30.00 0:00:11:38.434/1000 0:00:11:38.400/1000 353.66 284.22 360.18 302.23 -1000.00 -1000.00 66.00 47.00 
20954 20954 30.00 0:00:11:38.467/1000 0:00:11:38.434/1000 360.85 290.64 357.94 303.69 -1000.00 -1000.00 65.00 47.00 
20955 20954 30.00 0:00:11:38.500/1000 0:00:11:38.467/1000 362.86 296.91 357.06 305.09 -1000.00 -1000.00 68.00 50.00 
20956 20956 30.00 0:00:11:38.534/1000 0:00:11:38.500/1000 358.94 301.45 357.83 306.06 -1000.00 -1000.00 70.00 53.00 
20957 20957 30.00 0:00:11:38.567/1000 0:00:11:38.534/1000 354.45 306.91 358.69 307.22 -1000.00 -1000.00 69.00 52.00 
20958 20957 30.00 0:00:11:38.600/1000 0:00:11:38.567/1000 392.79 293.86 349.19 304.65 -1000.00 -1000.00 71.00 51.00 
20959 20959 30.00 0:00:11:38.634/1000 0:00:11:38.600/1000 465.98 261.24 329.73 297.38 -1000.00 -1000.00 65.00 44.00 
20960 20960 30.00 0:00:11:38.667/1000 0:00:11:38.634/1000 497.88 239.79 320.86 292.10 -1000.00 -1000.00 66.00 51.00 
20961 20960 30.00 0:00:11:38.700/1000 0:00:11:38.667/1000 489.51 230.80 324.08 289.88 -1000.00 -1000.00 68.00 54.00 
20962 20962 30.00 0:00:11:38.734/1000 0:00:11:38.700/1000 477.80 226.28 328.07 288.81 -1000.00 -1000.00 68.00 57.00 
20963 20963 30.00 0:00:11:38.767/1000 0:00:11:38.734/1000 470.63 228.74 330.17 289.45 -1000.00 -1000.00 67.00 54.00 
20964 20963 30.00 0:00:11:38.800/1000 0:00:11:38.767/1000 466.96 233.55 331.03 290.64 -1000.00 -1000.00 67.00 55.00 
20965 20965 30.00 0:00:11:38.834/1000 0:00:11:38.800/1000 462.19 233.89 332.48 290.74 -1000.00 -1000.00 69.00 59.00 
20966 20966 30.00 0:00:11:38.867/1000 0:00:11:38.834/1000 457.62 232.67 333.95 290.46 -1000.00 -1000.00 69.00 59.00 
20967 20966 30.00 0:00:11:38.900/1000 0:00:11:38.867/1000 453.84 235.98 334.90 291.27 -1000.00 -1000.00 69.00 57.00 
20968 20968 30.00 0:00:11:38.934/1000 0:00:11:38.900/1000 451.19 242.44 335.33 292.83 -1000.00 -1000.00 70.00 58.00 
20969 20969 30.00 0:00:11:38.967/1000 0:00:11:38.934/1000 452.64 247.81 334.58 294.12 -1000.00 -1000.00 69.00 58.00 
20970 20969 30.00 0:00:11:39.00/1000 0:00:11:38.967/1000 446.75 273.03 334.90 300.14 -1000.00 -1000.00 67.00 49.00 
20971 20971 30.00 0:00:11:39.34/1000 0:00:11:39.00/1000 442.05 298.28 334.86 306.08 -1000.00 -1000.00 66.00 47.00 
20972 20972 30.00 0:00:11:39.67/1000 0:00:11:39.34/1000 445.55 298.14 333.82 306.08 -1000.00 -1000.00 68.00 52.00 
20973 20972 30.00 0:00:11:39.100/1000 0:00:11:39.67/1000 445.46 295.69 333.99 305.50 -1000.00 -1000.00 68.00 49.00 
20974 20974 30.00 0:00:11:39.134/1000 0:00:11:39.100/1000 445.73 297.09 333.83 305.83 -1000.00 -1000.00 66.00 48.00 
20975 20975 30.00 0:00:11:39.167/1000 0:00:11:39.134/1000 445.90 297.71 333.74 305.98 -1000.00 -1000.00 69.00 50.00 
20976 20975 30.00 0:00:11:39.200/1000 0:00:11:39.167/1000 446.76 296.38 333.56 305.67 -1000.00 -1000.00 71.00 54.00 
20977 20977 30.00 0:00:11:39.234/1000 0:00:11:39.200/1000 449.14 296.30 332.85 305.67 -1000.00 -1000.00 71.00 55.00 
20978 20978 30.00 0:00:11:39.267/1000 0:00:11:39.234/1000 451.07 296.17 332.28 305.66 -1000.00 -1000.00 69.00 53.00 
20979 20978 30.00 0:00:11:39.300/1000 0:00:11:39.267/1000 449.62 295.30 332.76 305.44 -1000.00 -1000.00 68.00 50.00 
20980 20980 30.00 0:00:11:39.334/1000 0:00:11:39.300/1000 442.84 294.22 334.85 305.13 -1000.00 -1000.00 68.00 49.00 
20981 20981 30.00 0:00:11:39.367/1000 0:00:11:39.334/1000 433.14 293.37 337.76 304.85 -1000.00 -1000.00 69.00 48.00 
20982 20981 30.00 0:00:11:39.400/1000 0:00:11:39.367/1000 421.57 293.08 341.14 304.69 -1000.00 -1000.00 70.00 50.00 
20983 20983 30.00 0:00:11:39.434/1000 0:00:11:39.400/1000 410.75 294.20 344.16 304.86 -1000.00 -1000.00 69.00 49.00 
20984 20984 30.00 0:00:11:39.467/1000 0:00:11:39.434/1000 406.01 295.05 345.45 305.02 -1000.00 -1000.00 70.00 49.00 
20985 20984 30.00 0:00:11:39.500/1000 0:00:11:39.467/1000 407.70 294.07 345.03 304.81 -1000.00 -1000.00 70.00 50.00 
20986 20986 30.00 0:00:11:39.534/1000 0:00:11:39.500/1000 413.18 290.67 343.67 304.07 -1000.00 -1000.00 72.00 53.00 
20987 20987 30.00 0:00:11:39.567/1000 0:00:11:39.534/1000 422.31 286.78 341.28 303.24 -1000.00 -1000.00 70.00 50.00 
20988 20987 30.00 0:00:11:39.600/1000 0:00:11:39.567/1000 431.86 283.39 338.71 302.51 -1000.00 -1000.00 68.00 48.00 
20989 20989 30.00 0:00:11:39.634/1000 0:00:11:39.600/1000 438.28 277.93 337.13 301.26 -1000.00 -1000.00 68.00 46.00 
20990 20990 30.00 0:00:11:39.667/1000 0:00:11:39.634/1000 441.47 267.60 336.78 298.83 -1000.00 -1000.00 66.00 45.00 
20991 20990 30.00 0:00:11:39.700/1000 0:00:11:39.667/1000 439.07 252.77 338.35 295.31 -1000.00 -1000.00 66.00 45.00 
20992 20992 30.00 0:00:11:39.734/1000 0:00:11:39.700/1000 430.71 239.00 341.60 292.05 -1000.00 -1000.00 65.00 42.00 
20993 20993 30.00 0:00:11:39.767/1000 0:00:11:39.734/1000 423.32 223.32 344.65 288.36 -1000.00 -1000.00 70.00 49.00 
20994 20993 30.00 0:00:11:39.800/1000 0:00:11:39.767/1000 421.28 213.53 345.80 286.06 -1000.00 -1000.00 70.00 49.00 
20995 20995 30.00 0:00:11:39.834/1000 0:00:11:39.800/1000 426.30 210.71 344.52 285.35 -1000.00 -1000.00 69.00 44.00 
20996 20996 30.00 0:00:11:39.867/1000 0:00:11:39.834/1000 433.41 200.90 343.02 282.95 -1000.00 -1000.00 70.00 47.00 
20997 20996 30.00 0:00:11:39.900/1000 0:00:11:39.867/1000 438.09 190.70 342.25 280.44 -1000.00 -1000.00 67.00 43.00 
20998 20998 30.00 0:00:11:39.934/1000 0:00:11:39.900/1000 438.73 181.93 342.57 278.31 -1000.00 -1000.00 69.00 43.00 
20999 20999 30.00 0:00:11:39.967/1000 0:00:11:39.934/1000 433.13 169.88 344.93 275.47 -1000.00 -1000.00 71.00 48.00 
21000 20999 30.00 0:00:11:40.00/1000 0:00:11:39.967/1000 424.35 160.56 348.03 273.36 -1000.00 -1000.00 71.00 38.00 
21001 21001 30.00 0:00:11:40.34/1000 0:00:11:40.00/1000 416.93 155.19 350.47 272.20 -1000.00 -1000.00 72.00 36.00 
21002 21002 30.00 0:00:11:40.67/1000 0:00:11:40.34/1000 414.67 151.33 351.34 271.32 -1000.00 -1000.00 63.00 44.00 
21003 21002 30.00 0:00:11:40.100/1000 0:00:11:40.67/1000 414.35 150.58 351.47 271.14 -1000.00 -1000.00 73.00 43.00 
21004 21004 30.00 0:00:11:40.134/1000 0:00:11:40.100/1000 412.96 153.59 351.69 271.89 -1000.00 -1000.00 72.00 40.00 
21005 21005 30.00 0:00:11:40.167/1000 0:00:11:40.134/1000 410.57 155.52 352.25 272.40 -1000.00 -1000.00 73.00 45.00 
21006 21005 30.00 0:00:11:40.200/1000 0:00:11:40.167/1000 408.16 156.68 352.86 272.72 -1000.00 -1000.00 73.00 41.00 
21007 21007 30.00 0:00:11:40.234/1000 0:00:11:40.200/1000 407.55 158.63 352.91 273.19 -1000.00 -1000.00 73.00 42.00 
21008 21008 30.00 0:00:11:40.267/1000 0:00:11:40.234/1000 407.95 163.04 352.54 274.23 -1000.00 -1000.00 71.00 37.00 
21009 21008 30.00 0:00:11:40.300/1000 0:00:11:40.267/1000 406.75 166.44 352.68 275.06 -1000.00 -1000.00 72.00 36.00 
21010 21010 30.00 0:00:11:40.334/1000 0:00:11:40.300/1000 403.29 165.10 353.72 274.79 -1000.00 -1000.00 73.00 41.00 
21011 21011 30.00 0:00:11:40.367/1000 0:00:11:40.334/1000 397.89 168.76 355.01 275.74 -1000.00 -1000.00 72.00 37.00 
21012 21011 30.00 0:00:11:40.400/1000 0:00:11:40.367/1000 392.70 173.96 356.13 277.04 -1000.00 -1000.00 71.00 37.00 
21013 21013 30.00 0:00:11:40.434/1000 0:00:11:40.400/1000 390.31 175.01 356.72 277.31 -1000.00 -1000.00 70.00 37.00 
21014 21014 30.00 0:00:11:40.467/1000 0:00:11:40.434/1000 391.85 178.10 356.12 278.02 -1000.00 -1000.00 68.00 36.00 
21015 21014 30.00 0:00:11:40.500/1000 0:00:11:40.467/1000 368.81 207.34 360.61 284.99 -1000.00 -1000.00 61.00 36.00 
21016 21016 30.00 0:00:11:40.534/1000 0:00:11:40.500/1000 315.82 286.52 369.58 302.52 -1000.00 -1000.00 68.00 42.00 
21017 21017 30.00 0:00:11:40.567/1000 0:00:11:40.534/1000 293.92 368.07 370.33 319.42 -1000.00 -1000.00 59.00 43.00 
21018 21017 30.00 0:00:11:40.600/1000 0:00:11:40.567/1000 317.57 403.50 362.66 327.25 -1000.00 -1000.00 67.00 54.00 
21019 21019 30.00 0:00:11:40.634/1000 0:00:11:40.600/1000 347.89 396.37 355.41 326.46 -1000.00 -1000.00 63.00 52.00 
21020 21020 30.00 0:00:11:40.667/1000 0:00:11:40.634/1000 372.70 364.26 350.68 320.05 -1000.00 -1000.00 65.00 51.00 
21021 21020 30.00 0:00:11:40.700/1000 0:00:11:40.667/1000 386.97 332.82 348.58 313.34 -1000.00 -1000.00 69.00 55.00 
21022 21022 30.00 0:00:11:40.734/1000 0:00:11:40.700/1000 388.74 314.66 349.12 309.30 -1000.00 -1000.00 69.00 55.00 
21023 21023 30.00 0:00:11:40.767/1000 0:00:11:40.734/1000 386.02 307.82 350.25 307.73 -1000.00 -1000.00 68.00 52.00 
21024 21023 30.00 0:00:11:40.800/1000 0:00:11:40.767/1000 384.16 302.46 351.06 306.51 -1000.00 -1000.00 69.00 54.00 
21025 21025 30.00 0:00:11:40.834/1000 0:00:11:40.800/1000 386.71 299.90 350.51 305.96 -1000.00 -1000.00 69.00 55.00 
21026 21026 30.00 0:00:11:40.867/1000 0:00:11:40.834/1000 392.52 298.80 348.98 305.76 -1000.00 -1000.00 70.00 55.00 
21027 21026 30.00 0:00:11:40.900/1000 0:00:11:40.867/1000 396.33 297.39 348.01 305.47 -1000.00 -1000.00 69.00 55.00 
21028 21028 30.00 0:00:11:40.934/1000 0:00:11:40.900/1000 396.87 297.62 347.85 305.53 -1000.00 -1000.00 69.00 53.00 
21029 21029 30.00 0:00:11:40.967/1000 0:00:11:40.934/1000 395.02 299.90 348.23 306.03 -1000.00 -1000.00 69.00 53.00 
21030 21029 30.00 0:00:11:41.00/1000 0:00:11:40.967/1000 391.58 303.58 348.97 306.83 -1000.00 -1000.00 68.00 52.00 
21031 21031 30.00 0:00:11:41.34/1000 0:00:11:41.00/1000 386.85 307.98 350.01 307.78 -1000.00 -1000.00 69.00 54.00 
21032 21032 30.00 0:00:11:41.67/1000 0:00:11:41.34/1000 381.85 312.88 351.09 308.82 -1000.00 -1000.00 70.00 54.00 
21033 21032 30.00 0:00:11:41.100/1000 0:00:11:41.67/1000 378.68 320.31 351.53 310.44 -1000.00 -1000.00 69.00 55.00 
21034 21034 30.00 0:00:11:41.134/1000 0:00:11:41.100/1000 377.92 333.29 351.01 313.32 -1000.00 -1000.00 69.00 55.00 
21035 21035 30.00 0:00:11:41.167/1000 0:00:11:41.134/1000 433.66 311.82 336.56 309.16 -1000.00 -1000.00 63.00 41.00 
21036 21035 30.00 0:00:11:41.200/1000 0:00:11:41.167/1000 487.23 285.52 321.66 303.39 -1000.00 -1000.00 64.00 40.00 
21037 21037 30.00 0:00:11:41.234/1000 0:00:11:41.200/1000 483.25 285.51 322.93 303.36 -1000.00 -1000.00 66.00 47.00 
21038 21038 30.00 0:00:11:41.267/1000 0:00:11:41.234/1000 471.41 285.95 326.63 303.38 -1000.00 -1000.00 66.00 48.00 
21039 21038 30.00 0:00:11:41.300/1000 0:00:11:41.267/1000 467.15 289.05 327.77 304.10 -1000.00 -1000.00 66.00 51.00 
21040 21040 30.00 0:00:11:41.334/1000 0:00:11:41.300/1000 470.47 293.79 326.47 305.26 -1000.00 -1000.00 65.00 46.00 
21041 21041 30.00 0:00:11:41.367/1000 0:00:11:41.334/1000 475.60 296.20 324.73 305.89 -1000.00 -1000.00 64.00 48.00 
21042 21041 30.00 0:00:11:41.400/1000 0:00:11:41.367/1000 479.32 294.89 323.64 305.61 -1000.00 -1000.00 64.00 47.00 
21043 21043 30.00 0:00:11:41.434/1000 0:00:11:41.400/1000 480.02 290.26 323.68 304.49 -1000.00 -1000.00 65.00 48.00 
21044 21044 30.00 0:00:11:41.467/1000 0:00:11:41.434/1000 479.44 281.86 324.34 302.44 -1000.00 -1000.00 63.00 47.00 
21045 21044 30.00 0:00:11:41.500/1000 0:00:11:41.467/1000 481.09 273.35 324.31 300.38 -1000.00 -1000.00 62.00 45.00 
21046 21046 30.00 0:00:11:41.534/1000 0:00:11:41.500/1000 485.24 269.58 323.21 299.47 -1000.00 -1000.00 59.00 42.00 
21047 21047 30.00 0:00:11:41.567/1000 0:00:11:41.534/1000 489.05 264.20 322.30 298.16 -1000.00 -1000.00 63.00 48.00 
21048 21047 30.00 0:00:11:41.600/1000 0:00:11:41.567/1000 491.35 256.82 321.98 296.34 -1000.00 -1000.00 63.00 49.00 
21049 21049 30.00 0:00:11:41.634/1000 0:00:11:41.600/1000 492.16 250.55 322.09 294.79 -1000.00 -1000.00 64.00 48.00 
21050 21050 30.00 0:00:11:41.667/1000 0:00:11:41.634/1000 491.65 241.90 322.75 292.63 -1000.00 -1000.00 63.00 48.00 
21051 21050 30.00 0:00:11:41.700/1000 0:00:11:41.667/1000 493.10 233.92 322.75 290.64 -1000.00 -1000.00 65.00 49.00 
21052 21052 30.00 0:00:11:41.734/1000 0:00:11:41.700/1000 497.53 224.58 321.86 288.28 -1000.00 -1000.00 64.00 49.00 
21053 21053 30.00 0:00:11:41.767/1000 0:00:11:41.734/1000 500.57 213.98 321.48 285.59 -1000.00 -1000.00 67.00 52.00 
21054 21053 30.00 0:00:11:41.800/1000 0:00:11:41.767/1000 500.41 206.82 321.96 283.78 -1000.00 -1000.00 69.00 55.00 
21055 21055 30.00 0:00:11:41.834/1000 0:00:11:41.800/1000 500.51 204.86 322.04 283.28 -1000.00 -1000.00 68.00 56.00 
21056 21056 30.00 0:00:11:41.867/1000 0:00:11:41.834/1000 500.27 205.21 322.10 283.37 -1000.00 -1000.00 69.00 59.00 
21057 21056 30.00 0:00:11:41.900/1000 0:00:11:41.867/1000 497.82 206.05 322.84 283.61 -1000.00 -1000.00 69.00 59.00 
21058 21058 30.00 0:00:11:41.934/1000 0:00:11:41.900/1000 494.43 207.37 323.87 283.97 -1000.00 -1000.00 70.00 60.00 
21059 21059 30.00 0:00:11:41.967/1000 0:00:11:41.934/1000 492.21 210.11 324.43 284.68 -1000.00 -1000.00 68.00 57.00 
21060 21059 30.00 0:00:11:42.00/1000 0:00:11:41.967/1000 489.97 210.51 325.12 284.80 -1000.00 -1000.00 70.00 61.00 
21061 21061 30.00 0:00:11:42.34/1000 0:00:11:42.00/1000 488.16 208.20 325.84 284.24 -1000.00 -1000.00 70.00 61.00 
21062 21062 30.00 0:00:11:42.67/1000 0:00:11:42.34/1000 488.43 206.82 325.83 283.89 -1000.00 -1000.00 70.00 62.00 
21063 21062 30.00 0:00:11:42.100/1000 0:00:11:42.67/1000 490.19 208.62 325.16 284.32 -1000.00 -1000.00 68.00 59.00 
21064 21064 30.00 0:00:11:42.134/1000 0:00:11:42.100/1000 491.20 209.98 324.76 284.66 -1000.00 -1000.00 71.00 61.00 
21065 21065 30.00 0:00:11:42.167/1000 0:00:11:42.134/1000 490.09 208.63 325.19 284.33 -1000.00 -1000.00 71.00 61.00 
21066 21065 30.00 0:00:11:42.200/1000 0:00:11:42.167/1000 489.16 207.47 325.56 284.04 -1000.00 -1000.00 70.00 62.00 
21067 21067 30.00 0:00:11:42.234/1000 0:00:11:42.200/1000 488.96 205.27 325.75 283.49 -1000.00 -1000.00 68.00 60.00 
21068 21068 30.00 0:00:11:42.267/1000 0:00:11:42.234/1000 487.28 200.56 326.57 282.33 -1000.00 -1000.00 71.00 63.00 
21069 21068 30.00 0:00:11:42.300/1000 0:00:11:42.267/1000 484.53 197.01 327.65 281.47 -1000.00 -1000.00 70.00 63.00 
21070 21070 30.00 0:00:11:42.334/1000 0:00:11:42.300/1000 485.00 200.13 327.32 282.25 -1000.00 -1000.00 70.00 62.00 
21071 21071 30.00 0:00:11:42.367/1000 0:00:11:42.334/1000 489.05 206.67 325.64 283.85 -1000.00 -1000.00 69.00 62.00 
21072 21071 30.00 0:00:11:42.400/1000 0:00:11:42.367/1000 493.33 212.49 323.92 285.27 -1000.00 -1000.00 67.00 58.00 
21073 21073 30.00 0:00:11:42.434/1000 0:00:11:42.400/1000 495.13 214.78 323.21 285.83 -1000.00 -1000.00 69.00 60.00 
21074 21074 30.00 0:00:11:42.467/1000 0:00:11:42.434/1000 495.42 218.57 322.89 286.78 -1000.00 -1000.00 66.00 57.00 
21075 21074 30.00 0:00:11:42.500/1000 0:00:11:42.467/1000 494.95 227.58 322.52 289.05 -1000.00 -1000.00 66.00 55.00 
21076 21076 30.00 0:00:11:42.534/1000 0:00:11:42.500/1000 494.88 237.94 321.94 291.64 -1000.00 -1000.00 65.00 53.00 
21077 21077 30.00 0:00:11:42.567/1000 0:00:11:42.534/1000 495.34 243.85 321.45 293.12 -1000.00 -1000.00 65.00 50.00 
21078 21077 30.00 0:00:11:42.600/1000 0:00:11:42.567/1000 495.64 242.60 321.42 292.80 -1000.00 -1000.00 67.00 54.00 
21079 21079 30.00 0:00:11:42.634/1000 0:00:11:42.600/1000 495.88 243.29 321.30 292.97 -1000.00 -1000.00 67.00 53.00 
21080 21080 30.00 0:00:11:42.667/1000 0:00:11:42.634/1000 495.39 247.30 321.23 293.98 -1000.00 -1000.00 68.00 54.00 
21081 21080 30.00 0:00:11:42.700/1000 0:00:11:42.667/1000 494.15 249.52 321.50 294.53 -1000.00 -1000.00 68.00 54.00 
21082 21082 30.00 0:00:11:42.734/1000 0:00:11:42.700/1000 493.16 250.93 321.74 294.88 -1000.00 -1000.00 67.00 54.00 
21083 21083 30.00 0:00:11:42.767/1000 0:00:11:42.734/1000 491.82 246.21 322.45 293.71 -1000.00 -1000.00 69.00 57.00 
21084 21083 30.00 0:00:11:42.800/1000 0:00:11:42.767/1000 490.02 238.70 323.46 291.84 -1000.00 -1000.00 68.00 55.00 
21085 21085 30.00 0:00:11:42.834/1000 0:00:11:42.800/1000 490.21 237.10 323.49 291.44 -1000.00 -1000.00 65.00 52.00 
21086 21086 30.00 0:00:11:42.867/1000 0:00:11:42.834/1000 491.19 236.08 323.24 291.19 -1000.00 -1000.00 65.00 52.00 
21087 21086 30.00 0:00:11:42.900/1000 0:00:11:42.867/1000 461.71 236.31 332.48 291.33 -1000.00 -1000.00 69.00 44.00 
21088 21088 30.00 0:00:11:42.934/1000 0:00:11:42.900/1000 433.03 240.35 340.84 292.36 -1000.00 -1000.00 67.00 41.00 
21089 21089 30.00 0:00:11:42.967/1000 0:00:11:42.934/1000 436.40 238.13 339.98 291.83 -1000.00 -1000.00 71.00 50.00 
21090 21089 30.00 0:00:11:43.00/1000 0:00:11:42.967/1000 439.18 236.51 339.25 291.44 -1000.00 -1000.00 70.00 47.00 
21091 21091 30.00 0:00:11:43.34/1000 0:00:11:43.00/1000 442.20 242.30 338.02 292.81 -1000.00 -1000.00 70.00 49.00 
21092 21092 30.00 0:00:11:43.67/1000 0:00:11:43.34/1000 443.10 246.12 337.53 293.72 -1000.00 -1000.00 70.00 49.00 
21093 21092 30.00 0:00:11:43.100/1000 0:00:11:43.67/1000 442.09 247.58 337.75 294.07 -1000.00 -1000.00 69.00 50.00 
21094 21094 30.00 0:00:11:43.134/1000 0:00:11:43.100/1000 440.27 250.59 338.12 294.79 -1000.00 -1000.00 69.00 48.00 
21095 21095 30.00 0:00:11:43.167/1000 0:00:11:43.134/1000 442.96 269.69 336.22 299.33 -1000.00 -1000.00 71.00 47.00 
21096 21095 30.00 0:00:11:43.200/1000 0:00:11:43.167/1000 436.88 292.93 336.69 304.78 -1000.00 -1000.00 72.00 53.00 
21097 21097 30.00 0:00:11:43.234/1000 0:00:11:43.200/1000 421.25 304.11 340.60 307.24 -1000.00 -1000.00 73.00 53.00 
21098 21098 30.00 0:00:11:43.267/1000 0:00:11:43.234/1000 414.16 310.68 342.26 308.68 -1000.00 -1000.00 73.00 56.00 
21099 21098 30.00 0:00:11:43.300/1000 0:00:11:43.267/1000 415.49 310.98 341.86 308.76 -1000.00 -1000.00 74.00 57.00 
21100 21100 30.00 0:00:11:43.334/1000 0:00:11:43.300/1000 419.04 308.45 340.99 308.22 -1000.00 -1000.00 73.00 57.00 
21101 21101 30.00 0:00:11:43.367/1000 0:00:11:43.334/1000 420.33 309.02 340.59 308.36 -1000.00 -1000.00 73.00 55.00 
