record started at: 04-26-19 12:52:11

file format version: 4
captureMode: Offline
eye resolution: 640x480 scene resolution: 640x480
recordFrameCount sceneFrameCount avg_fps sceneQTtime(d:h:m:s.tv/ts) porQTtime(d:h:m:s.tv/ts) porX porY pupilX pupilY cornealRefX cornealRefY diameterW diameterH
20725 20725 30.00 0:00:11:30.834/1000 0:00:11:30.800/1000 281.95 278.33 378.13 300.61 -1000.00 -1000.00 56.00 44.00 
20726 20726 30.00 0:00:11:30.867/1000 0:00:11:30.834/1000 280.34 279.98 378.41 300.95 -1000.00 -1000.00 55.00 45.00 
20727 20726 30.00 0:00:11:30.900/1000 0:00:11:30.867/1000 280.80 280.56 378.28 301.07 -1000.00 -1000.00 54.00 44.00 
20728 20728 30.00 0:00:11:30.934/1000 0:00:11:30.900/1000 281.66 278.53 378.19 300.65 -1000.00 -1000.00 53.00 44.00 
20729 20729 30.00 0:00:11:30.967/1000 0:00:11:30.934/1000 279.63 278.43 378.67 300.62 -1000.00 -1000.00 54.00 45.00 
20730 20729 30.00 0:00:11:31.00/1000 0:00:11:30.967/1000 277.52 284.54 378.82 301.89 -1000.00 -1000.00 53.00 46.00 
20731 20731 30.00 0:00:11:31.34/1000 0:00:11:31.00/1000 279.53 287.37 378.19 302.49 -1000.00 -1000.00 53.00 45.00 
20732 20732 30.00 0:00:11:31.67/1000 0:00:11:31.34/1000 287.53 287.46 376.32 302.55 -1000.00 -1000.00 53.00 45.00 
20733 20732 30.00 0:00:11:31.100/1000 0:00:11:31.67/1000 287.57 286.61 376.35 302.38 -1000.00 -1000.00 61.00 50.00 
20734 20734 30.00 0:00:11:31.134/1000 0:00:11:31.100/1000 281.74 284.26 377.85 301.85 -1000.00 -1000.00 63.00 49.00 
20735 20735 30.00 0:00:11:31.167/1000 0:00:11:31.134/1000 293.84 228.83 378.13 290.13 -1000.00 -1000.00 58.00 31.00 
20736 20735 30.00 0:00:11:31.200/1000 0:00:11:31.167/1000 351.12 126.11 369.97 266.68 -1000.00 -1000.00 32.00 9.00 
20737 20737 30.00 0:00:11:31.234/1000 0:00:11:31.200/1000 443.51 36.65 349.89 242.14 -1000.00 -1000.00 48.00 37.00 
20738 20738 30.00 0:00:11:31.267/1000 0:00:11:31.234/1000 509.01 -30.59 333.55 220.84 -1000.00 -1000.00 72.00 69.00 
20739 20738 30.00 0:00:11:31.300/1000 0:00:11:31.267/1000 524.72 -49.88 329.50 214.40 -1000.00 -1000.00 70.00 67.00 
20740 20740 30.00 0:00:11:31.334/1000 0:00:11:31.300/1000 516.03 -34.03 331.43 219.42 -1000.00 -1000.00 73.00 70.00 
20741 20741 30.00 0:00:11:31.367/1000 0:00:11:31.334/1000 506.28 -18.97 333.73 224.19 -1000.00 -1000.00 72.00 69.00 
20742 20741 30.00 0:00:11:31.400/1000 0:00:11:31.367/1000 500.08 -8.41 335.10 227.44 -1000.00 -1000.00 74.00 72.00 
20743 20743 30.00 0:00:11:31.434/1000 0:00:11:31.400/1000 496.70 -0.66 335.71 229.73 -1000.00 -1000.00 72.00 72.00 
20744 20744 30.00 0:00:11:31.467/1000 0:00:11:31.434/1000 494.10 6.32 336.12 231.75 -1000.00 -1000.00 74.00 73.00 
20745 20744 30.00 0:00:11:31.500/1000 0:00:11:31.467/1000 491.76 11.34 336.56 233.21 -1000.00 -1000.00 75.00 74.00 
20746 20746 30.00 0:00:11:31.534/1000 0:00:11:31.500/1000 447.37 -28.75 352.80 225.15 -1000.00 -1000.00 70.00 40.00 
20747 20747 30.00 0:00:11:31.567/1000 0:00:11:31.534/1000 391.38 -73.09 371.49 217.24 -1000.00 -1000.00 71.00 43.00 
20748 20747 30.00 0:00:11:31.600/1000 0:00:11:31.567/1000 383.67 -75.40 373.71 217.15 -1000.00 -1000.00 68.00 41.00 
20749 20749 30.00 0:00:11:31.634/1000 0:00:11:31.600/1000 387.64 -76.25 372.70 216.69 -1000.00 -1000.00 69.00 40.00 
20750 20750 30.00 0:00:11:31.667/1000 0:00:11:31.634/1000 391.83 -70.83 371.22 217.78 -1000.00 -1000.00 71.00 43.00 
20751 20750 30.00 0:00:11:31.700/1000 0:00:11:31.667/1000 393.32 -70.33 370.79 217.81 -1000.00 -1000.00 66.00 40.00 
20752 20752 30.00 0:00:11:31.734/1000 0:00:11:31.700/1000 393.26 -68.70 370.70 218.23 -1000.00 -1000.00 70.00 42.00 
20753 20753 30.00 0:00:11:31.767/1000 0:00:11:31.734/1000 393.64 -63.45 370.27 219.52 -1000.00 -1000.00 69.00 40.00 
20754 20753 30.00 0:00:11:31.800/1000 0:00:11:31.767/1000 398.94 -56.22 368.37 221.01 -1000.00 -1000.00 68.00 39.00 
20755 20755 30.00 0:00:11:31.834/1000 0:00:11:31.800/1000 402.76 -49.25 366.88 222.54 -1000.00 -1000.00 67.00 37.00 
20756 20756 30.00 0:00:11:31.867/1000 0:00:11:31.834/1000 399.65 -50.31 367.80 222.45 -1000.00 -1000.00 67.00 37.00 
20757 20756 30.00 0:00:11:31.900/1000 0:00:11:31.867/1000 397.39 -51.49 368.50 222.29 -1000.00 -1000.00 67.00 36.00 
20758 20758 30.00 0:00:11:31.934/1000 0:00:11:31.900/1000 397.02 -51.84 368.62 222.22 -1000.00 -1000.00 67.00 37.00 
20759 20759 30.00 0:00:11:31.967/1000 0:00:11:31.934/1000 398.62 -52.44 368.22 221.98 -1000.00 -1000.00 66.00 35.00 
20760 20759 30.00 0:00:11:32.00/1000 0:00:11:31.967/1000 396.61 -60.59 369.28 220.06 -1000.00 -1000.00 64.00 34.00 
20761 20761 30.00 0:00:11:32.34/1000 0:00:11:32.00/1000 393.61 -64.24 370.33 219.32 -1000.00 -1000.00 66.00 37.00 
20762 20762 30.00 0:00:11:32.67/1000 0:00:11:32.34/1000 394.80 -61.25 369.82 220.00 -1000.00 -1000.00 66.00 36.00 
20763 20762 30.00 0:00:11:32.100/1000 0:00:11:32.67/1000 395.45 -63.62 369.79 219.37 -1000.00 -1000.00 65.00 37.00 
20764 20764 30.00 0:00:11:32.134/1000 0:00:11:32.100/1000 395.22 -67.78 370.11 218.34 -1000.00 -1000.00 65.00 37.00 
20765 20765 30.00 0:00:11:32.167/1000 0:00:11:32.134/1000 396.28 -73.86 370.21 216.74 -1000.00 -1000.00 63.00 34.00 
20766 20765 30.00 0:00:11:32.200/1000 0:00:11:32.167/1000 399.88 -73.34 369.19 216.64 -1000.00 -1000.00 65.00 35.00 
20767 20767 30.00 0:00:11:32.234/1000 0:00:11:32.200/1000 405.05 -68.90 367.48 217.44 -1000.00 -1000.00 66.00 35.00 
20768 20768 30.00 0:00:11:32.267/1000 0:00:11:32.234/1000 409.87 -69.30 366.16 217.03 -1000.00 -1000.00 64.00 35.00 
20769 20768 30.00 0:00:11:32.300/1000 0:00:11:32.267/1000 379.70 -82.90 375.24 215.53 -1000.00 -1000.00 61.00 52.00 
20770 20770 30.00 0:00:11:32.334/1000 0:00:11:32.300/1000 292.21 -98.31 397.92 217.15 -1000.00 -1000.00 53.00 63.00 
20771 20771 30.00 0:00:11:32.367/1000 0:00:11:32.334/1000 235.56 -95.89 410.37 220.86 -1000.00 -1000.00 55.00 67.00 
20772 20771 30.00 0:00:11:32.400/1000 0:00:11:32.367/1000 240.55 -90.66 408.98 221.76 -1000.00 -1000.00 56.00 67.00 
20773 20773 30.00 0:00:11:32.434/1000 0:00:11:32.400/1000 246.45 -90.61 407.70 221.46 -1000.00 -1000.00 57.00 67.00 
20774 20774 30.00 0:00:11:32.467/1000 0:00:11:32.434/1000 251.37 -92.30 406.74 220.82 -1000.00 -1000.00 58.00 67.00 
20775 20774 30.00 0:00:11:32.500/1000 0:00:11:32.467/1000 255.50 -94.60 405.97 220.07 -1000.00 -1000.00 59.00 68.00 
20776 20776 30.00 0:00:11:32.534/1000 0:00:11:32.500/1000 258.62 -98.54 405.53 219.01 -1000.00 -1000.00 59.00 67.00 
20777 20777 30.00 0:00:11:32.567/1000 0:00:11:32.534/1000 260.09 -102.71 405.46 217.98 -1000.00 -1000.00 59.00 68.00 
20778 20777 30.00 0:00:11:32.600/1000 0:00:11:32.567/1000 259.54 -108.69 405.95 216.65 -1000.00 -1000.00 56.00 66.00 
20779 20779 30.00 0:00:11:32.634/1000 0:00:11:32.600/1000 259.87 -113.82 406.19 215.46 -1000.00 -1000.00 60.00 67.00 
20780 20780 30.00 0:00:11:32.667/1000 0:00:11:32.634/1000 261.53 -116.29 405.98 214.80 -1000.00 -1000.00 60.00 68.00 
20781 20780 30.00 0:00:11:32.700/1000 0:00:11:32.667/1000 238.34 -140.20 412.49 210.76 -1000.00 -1000.00 54.00 65.00 
20782 20782 30.00 0:00:11:32.734/1000 0:00:11:32.700/1000 178.37 -186.00 427.54 204.33 -1000.00 -1000.00 48.00 62.00 
20783 20783 30.00 0:00:11:32.767/1000 0:00:11:32.734/1000 142.03 -204.36 435.57 202.66 -1000.00 -1000.00 48.00 62.00 
20784 20783 30.00 0:00:11:32.800/1000 0:00:11:32.767/1000 147.74 -190.10 433.64 205.35 -1000.00 -1000.00 45.00 57.00 
20785 20785 30.00 0:00:11:32.834/1000 0:00:11:32.800/1000 155.12 -181.26 431.72 206.79 -1000.00 -1000.00 49.00 62.00 
20786 20786 30.00 0:00:11:32.867/1000 0:00:11:32.834/1000 161.67 -177.59 430.25 207.18 -1000.00 -1000.00 51.00 63.00 
20787 20786 30.00 0:00:11:32.900/1000 0:00:11:32.867/1000 168.42 -172.49 428.65 207.88 -1000.00 -1000.00 51.00 64.00 
20788 20788 30.00 0:00:11:32.934/1000 0:00:11:32.900/1000 174.08 -168.13 427.29 208.48 -1000.00 -1000.00 52.00 65.00 
20789 20789 30.00 0:00:11:32.967/1000 0:00:11:32.934/1000 179.19 -164.40 426.06 208.98 -1000.00 -1000.00 54.00 65.00 
20790 20789 30.00 0:00:11:33.00/1000 0:00:11:32.967/1000 153.81 -168.94 431.22 209.51 -1000.00 -1000.00 47.00 64.00 
20791 20791 30.00 0:00:11:33.34/1000 0:00:11:33.00/1000 51.61 -181.50 449.99 212.59 -1000.00 -1000.00 51.00 73.00 
20792 20792 30.00 0:00:11:33.67/1000 0:00:11:33.34/1000 -53.11 -171.35 465.56 219.66 -1000.00 -1000.00 45.00 72.00 
20793 20792 30.00 0:00:11:33.100/1000 0:00:11:33.67/1000 -28.99 -139.93 460.23 224.47 -1000.00 -1000.00 35.00 60.00 
20794 20794 30.00 0:00:11:33.134/1000 0:00:11:33.100/1000 54.43 -116.95 445.75 225.25 -1000.00 -1000.00 45.00 66.00 
20795 20795 30.00 0:00:11:33.167/1000 0:00:11:33.134/1000 113.22 -105.73 434.92 224.84 -1000.00 -1000.00 49.00 68.00 
20796 20795 30.00 0:00:11:33.200/1000 0:00:11:33.167/1000 147.60 -103.50 428.46 223.67 -1000.00 -1000.00 50.00 68.00 
20797 20797 30.00 0:00:11:33.234/1000 0:00:11:33.200/1000 164.25 -101.41 425.16 223.30 -1000.00 -1000.00 43.00 67.00 
20798 20798 30.00 0:00:11:33.267/1000 0:00:11:33.234/1000 169.58 -96.96 423.86 223.99 -1000.00 -1000.00 48.00 69.00 
20799 20798 30.00 0:00:11:33.300/1000 0:00:11:33.267/1000 167.33 -92.19 424.02 225.11 -1000.00 -1000.00 42.00 66.00 
20800 20800 30.00 0:00:11:33.334/1000 0:00:11:33.300/1000 165.43 -87.56 424.11 226.18 -1000.00 -1000.00 45.00 68.00 
20801 20801 30.00 0:00:11:33.367/1000 0:00:11:33.334/1000 164.59 -85.92 424.17 226.56 -1000.00 -1000.00 41.00 66.00 
20802 20801 30.00 0:00:11:33.400/1000 0:00:11:33.367/1000 162.17 -88.19 424.77 226.20 -1000.00 -1000.00 39.00 66.00 
20803 20803 30.00 0:00:11:33.434/1000 0:00:11:33.400/1000 161.80 -90.22 424.97 225.78 -1000.00 -1000.00 45.00 68.00 
20804 20804 30.00 0:00:11:33.467/1000 0:00:11:33.434/1000 158.38 -95.31 425.93 224.88 -1000.00 -1000.00 46.00 68.00 
20805 20804 30.00 0:00:11:33.500/1000 0:00:11:33.467/1000 155.18 -99.20 426.77 224.21 -1000.00 -1000.00 47.00 68.00 
20806 20806 30.00 0:00:11:33.534/1000 0:00:11:33.500/1000 138.22 -109.47 430.57 222.88 -1000.00 -1000.00 44.00 65.00 
20807 20807 30.00 0:00:11:33.567/1000 0:00:11:33.534/1000 120.19 -123.20 434.70 220.92 -1000.00 -1000.00 47.00 66.00 
20808 20807 30.00 0:00:11:33.600/1000 0:00:11:33.567/1000 121.01 -131.33 435.03 219.20 -1000.00 -1000.00 47.00 64.00 
20809 20809 30.00 0:00:11:33.634/1000 0:00:11:33.600/1000 120.99 -140.78 435.60 217.24 -1000.00 -1000.00 45.00 64.00 
20810 20810 30.00 0:00:11:33.667/1000 0:00:11:33.634/1000 117.99 -148.45 436.59 215.81 -1000.00 -1000.00 45.00 62.00 
20811 20810 30.00 0:00:11:33.700/1000 0:00:11:33.667/1000 108.98 -158.65 438.82 214.18 -1000.00 -1000.00 42.00 60.00 
20812 20812 30.00 0:00:11:33.734/1000 0:00:11:33.700/1000 100.29 -162.17 440.56 213.92 -1000.00 -1000.00 34.00 45.00 
20813 20813 30.00 0:00:11:33.767/1000 0:00:11:33.734/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
20814 20813 30.00 0:00:11:33.800/1000 0:00:11:33.767/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
20815 20815 30.00 0:00:11:33.834/1000 0:00:11:33.800/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
20816 20816 30.00 0:00:11:33.867/1000 0:00:11:33.834/1000 1330.89 -618.14 -1000.00 -1000.00 -1000.00 -1000.00 0.00 0.00 
20817 20816 30.00 0:00:11:33.900/1000 0:00:11:33.867/1000 255.20 25.20 398.82 246.75 -1000.00 -1000.00 50.00 26.00 
20818 20818 30.00 0:00:11:33.934/1000 0:00:11:33.900/1000 411.48 190.65 349.92 280.73 -1000.00 -1000.00 54.00 31.00 
20819 20819 30.00 0:00:11:33.967/1000 0:00:11:33.934/1000 435.02 206.73 342.21 284.33 -1000.00 -1000.00 55.00 32.00 
20820 20819 30.00 0:00:11:34.00/1000 0:00:11:33.967/1000 426.47 212.87 344.34 285.86 -1000.00 -1000.00 54.00 30.00 
20821 20821 30.00 0:00:11:34.34/1000 0:00:11:34.00/1000 406.40 209.16 350.27 285.13 -1000.00 -1000.00 52.00 30.00 
20822 20822 30.00 0:00:11:34.67/1000 0:00:11:34.34/1000 393.80 207.31 353.88 284.80 -1000.00 -1000.00 50.00 28.00 
20823 20822 30.00 0:00:11:34.100/1000 0:00:11:34.67/1000 391.19 208.96 354.50 285.20 -1000.00 -1000.00 49.00 27.00 
20824 20824 30.00 0:00:11:34.134/1000 0:00:11:34.100/1000 344.74 240.65 364.95 292.58 -1000.00 -1000.00 47.00 27.00 
20825 20825 30.00 0:00:11:34.167/1000 0:00:11:34.134/1000 273.85 285.29 379.62 302.03 -1000.00 -1000.00 39.00 28.00 
20826 20825 30.00 0:00:11:34.200/1000 0:00:11:34.167/1000 258.61 287.36 382.98 302.37 -1000.00 -1000.00 42.00 34.00 
20827 20827 30.00 0:00:11:34.234/1000 0:00:11:34.200/1000 290.64 264.98 376.84 297.83 -1000.00 -1000.00 44.00 32.00 
20828 20828 30.00 0:00:11:34.267/1000 0:00:11:34.234/1000 324.08 248.76 369.68 294.38 -1000.00 -1000.00 45.00 33.00 
20829 20828 30.00 0:00:11:34.300/1000 0:00:11:34.267/1000 341.62 242.26 365.65 292.94 -1000.00 -1000.00 51.00 37.00 
20830 20830 30.00 0:00:11:34.334/1000 0:00:11:34.300/1000 354.63 237.14 362.61 291.78 -1000.00 -1000.00 49.00 34.00 
20831 20831 30.00 0:00:11:34.367/1000 0:00:11:34.334/1000 346.00 241.89 364.56 292.85 -1000.00 -1000.00 48.00 36.00 
20832 20831 30.00 0:00:11:34.400/1000 0:00:11:34.367/1000 247.60 270.84 386.37 298.93 -1000.00 -1000.00 48.00 33.00 
20833 20833 30.00 0:00:11:34.434/1000 0:00:11:34.400/1000 158.55 286.49 404.14 301.70 -1000.00 -1000.00 48.00 21.00 
20834 20834 30.00 0:00:11:34.467/1000 0:00:11:34.434/1000 185.45 266.03 399.87 297.81 -1000.00 -1000.00 56.00 40.00 
20835 20834 30.00 0:00:11:34.500/1000 0:00:11:34.467/1000 224.76 245.64 392.77 293.77 -1000.00 -1000.00 45.00 28.00 
20836 20836 30.00 0:00:11:34.534/1000 0:00:11:34.500/1000 249.84 234.07 387.93 291.36 -1000.00 -1000.00 60.00 45.00 
20837 20837 30.00 0:00:11:34.567/1000 0:00:11:34.534/1000 264.25 225.76 385.16 289.58 -1000.00 -1000.00 53.00 42.00 
20838 20837 30.00 0:00:11:34.600/1000 0:00:11:34.567/1000 278.10 218.26 382.42 287.94 -1000.00 -1000.00 44.00 38.00 
20839 20839 30.00 0:00:11:34.634/1000 0:00:11:34.600/1000 274.88 215.85 383.30 287.45 -1000.00 -1000.00 55.00 42.00 
20840 20840 30.00 0:00:11:34.667/1000 0:00:11:34.634/1000 264.86 213.06 385.74 286.91 -1000.00 -1000.00 56.00 42.00 
20841 20840 30.00 0:00:11:34.700/1000 0:00:11:34.667/1000 259.99 209.54 387.05 286.20 -1000.00 -1000.00 57.00 47.00 
20842 20842 30.00 0:00:11:34.734/1000 0:00:11:34.700/1000 258.87 204.95 387.56 285.24 -1000.00 -1000.00 58.00 47.00 
20843 20843 30.00 0:00:11:34.767/1000 0:00:11:34.734/1000 261.13 201.31 387.26 284.46 -1000.00 -1000.00 56.00 44.00 
20844 20843 30.00 0:00:11:34.800/1000 0:00:11:34.767/1000 264.44 197.89 386.70 283.72 -1000.00 -1000.00 55.00 41.00 
20845 20845 30.00 0:00:11:34.834/1000 0:00:11:34.800/1000 263.08 196.34 387.10 283.40 -1000.00 -1000.00 56.00 44.00 
20846 20846 30.00 0:00:11:34.867/1000 0:00:11:34.834/1000 263.46 193.31 387.18 282.76 -1000.00 -1000.00 55.00 43.00 
20847 20846 30.00 0:00:11:34.900/1000 0:00:11:34.867/1000 261.65 190.48 387.76 282.18 -1000.00 -1000.00 56.00 45.00 
20848 20848 30.00 0:00:11:34.934/1000 0:00:11:34.900/1000 252.03 191.97 389.83 282.57 -1000.00 -1000.00 56.00 46.00 
20849 20849 30.00 0:00:11:34.967/1000 0:00:11:34.934/1000 243.19 189.13 391.94 282.06 -1000.00 -1000.00 56.00 48.00 
20850 20849 30.00 0:00:11:35.00/1000 0:00:11:34.967/1000 239.23 180.35 393.31 280.26 -1000.00 -1000.00 54.00 45.00 
20851 20851 30.00 0:00:11:35.34/1000 0:00:11:35.00/1000 277.93 174.87 384.93 278.69 -1000.00 -1000.00 55.00 39.00 
20852 20852 30.00 0:00:11:35.67/1000 0:00:11:35.34/1000 318.40 172.01 375.48 277.58 -1000.00 -1000.00 55.00 38.00 
20853 20852 30.00 0:00:11:35.100/1000 0:00:11:35.67/1000 322.41 165.33 374.89 276.04 -1000.00 -1000.00 59.00 41.00 
20854 20854 30.00 0:00:11:35.134/1000 0:00:11:35.100/1000 324.38 164.81 374.43 275.90 -1000.00 -1000.00 50.00 34.00 
20855 20855 30.00 0:00:11:35.167/1000 0:00:11:35.134/1000 327.22 166.05 373.66 276.13 -1000.00 -1000.00 52.00 35.00 
20856 20855 30.00 0:00:11:35.200/1000 0:00:11:35.167/1000 323.94 163.17 374.64 275.54 -1000.00 -1000.00 57.00 37.00 
20857 20857 30.00 0:00:11:35.234/1000 0:00:11:35.200/1000 337.46 204.72 368.86 284.64 -1000.00 -1000.00 51.00 39.00 
20858 20858 30.00 0:00:11:35.267/1000 0:00:11:35.234/1000 352.04 257.10 362.14 296.23 -1000.00 -1000.00 51.00 38.00 
20859 20858 30.00 0:00:11:35.300/1000 0:00:11:35.267/1000 347.75 262.25 362.95 297.36 -1000.00 -1000.00 52.00 43.00 
20860 20860 30.00 0:00:11:35.334/1000 0:00:11:35.300/1000 343.87 254.02 364.41 295.54 -1000.00 -1000.00 51.00 43.00 
20861 20861 30.00 0:00:11:35.367/1000 0:00:11:35.334/1000 342.10 248.58 365.17 294.34 -1000.00 -1000.00 52.00 42.00 
20862 20861 30.00 0:00:11:35.400/1000 0:00:11:35.367/1000 340.38 245.63 365.77 293.69 -1000.00 -1000.00 51.00 43.00 
20863 20863 30.00 0:00:11:35.434/1000 0:00:11:35.400/1000 337.44 245.60 366.52 293.68 -1000.00 -1000.00 53.00 45.00 
20864 20864 30.00 0:00:11:35.467/1000 0:00:11:35.434/1000 332.91 245.92 367.64 293.76 -1000.00 -1000.00 53.00 46.00 
20865 20864 30.00 0:00:11:35.500/1000 0:00:11:35.467/1000 326.49 246.81 369.19 293.95 -1000.00 -1000.00 51.00 45.00 
20866 20866 30.00 0:00:11:35.534/1000 0:00:11:35.500/1000 337.64 253.40 366.02 295.40 -1000.00 -1000.00 56.00 43.00 
20867 20867 30.00 0:00:11:35.567/1000 0:00:11:35.534/1000 351.42 256.70 362.32 296.14 -1000.00 -1000.00 58.00 44.00 
20868 20867 30.00 0:00:11:35.600/1000 0:00:11:35.567/1000 350.29 253.79 362.77 295.49 -1000.00 -1000.00 60.00 45.00 
20869 20869 30.00 0:00:11:35.634/1000 0:00:11:35.600/1000 348.61 252.34 363.29 295.17 -1000.00 -1000.00 61.00 47.00 
20870 20870 30.00 0:00:11:35.667/1000 0:00:11:35.634/1000 344.37 252.24 364.38 295.15 -1000.00 -1000.00 62.00 47.00 
20871 20870 30.00 0:00:11:35.700/1000 0:00:11:35.667/1000 338.83 252.96 365.75 295.30 -1000.00 -1000.00 62.00 48.00 
20872 20872 30.00 0:00:11:35.734/1000 0:00:11:35.700/1000 335.78 252.93 366.52 295.29 -1000.00 -1000.00 60.00 47.00 
20873 20873 30.00 0:00:11:35.767/1000 0:00:11:35.734/1000 333.14 250.14 367.34 294.68 -1000.00 -1000.00 61.00 48.00 
20874 20873 30.00 0:00:11:35.800/1000 0:00:11:35.767/1000 330.76 246.32 368.15 293.85 -1000.00 -1000.00 62.00 48.00 
20875 20875 30.00 0:00:11:35.834/1000 0:00:11:35.800/1000 333.22 246.66 367.52 293.92 -1000.00 -1000.00 58.00 47.00 
20876 20876 30.00 0:00:11:35.867/1000 0:00:11:35.834/1000 336.30 247.01 366.72 294.00 -1000.00 -1000.00 61.00 48.00 
20877 20876 30.00 0:00:11:35.900/1000 0:00:11:35.867/1000 333.18 243.73 367.70 293.28 -1000.00 -1000.00 65.00 49.00 
20878 20878 30.00 0:00:11:35.934/1000 0:00:11:35.900/1000 327.33 241.80 369.27 292.86 -1000.00 -1000.00 64.00 49.00 
20879 20879 30.00 0:00:11:35.967/1000 0:00:11:35.934/1000 325.21 243.56 369.70 293.25 -1000.00 -1000.00 60.00 47.00 
20880 20879 30.00 0:00:11:36.00/1000 0:00:11:35.967/1000 323.41 241.96 370.23 292.90 -1000.00 -1000.00 63.00 48.00 
20881 20881 30.00 0:00:11:36.34/1000 0:00:11:36.00/1000 324.52 241.08 370.01 292.71 -1000.00 -1000.00 58.00 44.00 
20882 20882 30.00 0:00:11:36.67/1000 0:00:11:36.34/1000 325.88 237.90 369.85 292.01 -1000.00 -1000.00 65.00 47.00 
20883 20882 30.00 0:00:11:36.100/1000 0:00:11:36.67/1000 325.36 235.07 370.14 291.39 -1000.00 -1000.00 60.00 44.00 
20884 20884 30.00 0:00:11:36.134/1000 0:00:11:36.100/1000 327.31 236.65 369.57 291.73 -1000.00 -1000.00 58.00 44.00 
20885 20885 30.00 0:00:11:36.167/1000 0:00:11:36.134/1000 325.76 233.68 370.12 291.09 -1000.00 -1000.00 60.00 44.00 
20886 20885 30.00 0:00:11:36.200/1000 0:00:11:36.167/1000 323.43 232.20 370.78 290.77 -1000.00 -1000.00 58.00 41.00 
20887 20887 30.00 0:00:11:36.234/1000 0:00:11:36.200/1000 323.17 228.55 371.06 289.97 -1000.00 -1000.00 61.00 43.00 
20888 20888 30.00 0:00:11:36.267/1000 0:00:11:36.234/1000 324.58 223.02 371.02 288.76 -1000.00 -1000.00 62.00 44.00 
20889 20888 30.00 0:00:11:36.300/1000 0:00:11:36.267/1000 327.80 222.67 370.25 288.67 -1000.00 -1000.00 59.00 42.00 
20890 20890 30.00 0:00:11:36.334/1000 0:00:11:36.300/1000 345.99 203.71 366.75 284.35 -1000.00 -1000.00 63.00 38.00 
20891 20891 30.00 0:00:11:36.367/1000 0:00:11:36.334/1000 359.89 182.98 364.37 279.53 -1000.00 -1000.00 61.00 35.00 
20892 20891 30.00 0:00:11:36.400/1000 0:00:11:36.367/1000 356.75 179.78 365.37 278.84 -1000.00 -1000.00 62.00 35.00 
20893 20893 30.00 0:00:11:36.434/1000 0:00:11:36.400/1000 354.28 177.78 366.13 278.42 -1000.00 -1000.00 61.00 35.00 
20894 20894 30.00 0:00:11:36.467/1000 0:00:11:36.434/1000 351.60 176.27 366.91 278.11 -1000.00 -1000.00 61.00 34.00 
20895 20894 30.00 0:00:11:36.500/1000 0:00:11:36.467/1000 349.12 172.62 367.76 277.32 -1000.00 -1000.00 61.00 32.00 
20896 20896 30.00 0:00:11:36.534/1000 0:00:11:36.500/1000 348.31 165.15 368.40 275.64 -1000.00 -1000.00 61.00 31.00 
20897 20897 30.00 0:00:11:36.567/1000 0:00:11:36.534/1000 348.37 157.88 368.81 273.98 -1000.00 -1000.00 61.00 31.00 
20898 20897 30.00 0:00:11:36.600/1000 0:00:11:36.567/1000 348.34 155.16 368.97 273.37 -1000.00 -1000.00 61.00 31.00 
20899 20899 30.00 0:00:11:36.634/1000 0:00:11:36.600/1000 348.83 155.42 368.84 273.42 -1000.00 -1000.00 61.00 31.00 
20900 20900 30.00 0:00:11:36.667/1000 0:00:11:36.634/1000 348.94 157.65 368.67 273.92 -1000.00 -1000.00 60.00 30.00 
20901 20900 30.00 0:00:11:36.700/1000 0:00:11:36.667/1000 349.47 160.17 368.39 274.49 -1000.00 -1000.00 60.00 31.00 
20902 20902 30.00 0:00:11:36.734/1000 0:00:11:36.700/1000 349.42 162.06 368.30 274.92 -1000.00 -1000.00 61.00 32.00 
20903 20903 30.00 0:00:11:36.767/1000 0:00:11:36.734/1000 346.95 163.23 368.86 275.22 -1000.00 -1000.00 62.00 32.00 
20904 20903 30.00 0:00:11:36.800/1000 0:00:11:36.767/1000 359.72 151.87 366.23 272.43 -1000.00 -1000.00 61.00 29.00 
20905 20905 30.00 0:00:11:36.834/1000 0:00:11:36.800/1000 452.41 74.51 344.92 251.38 -1000.00 -1000.00 34.00 49.00 
20906 20906 30.00 0:00:11:36.867/1000 0:00:11:36.834/1000 513.40 10.19 329.54 231.72 -1000.00 -1000.00 49.00 61.00 
20907 20906 30.00 0:00:11:36.900/1000 0:00:11:36.867/1000 500.80 11.15 333.64 232.67 -1000.00 -1000.00 39.00 59.00 
20908 20908 30.00 0:00:11:36.934/1000 0:00:11:36.900/1000 487.93 24.80 336.95 236.99 -1000.00 -1000.00 42.00 59.00 
20909 20909 30.00 0:00:11:36.967/1000 0:00:11:36.934/1000 469.28 39.80 341.89 241.81 -1000.00 -1000.00 46.00 62.00 
20910 20909 30.00 0:00:11:37.00/1000 0:00:11:36.967/1000 455.96 53.88 345.10 246.00 -1000.00 -1000.00 45.00 62.00 
20911 20911 30.00 0:00:11:37.34/1000 0:00:11:37.00/1000 453.50 60.25 345.46 247.72 -1000.00 -1000.00 46.00 63.00 
20912 20912 30.00 0:00:11:37.67/1000 0:00:11:37.34/1000 453.31 64.17 345.28 248.72 -1000.00 -1000.00 44.00 59.00 
